question,paper_id,answer_type,answer_string,prediction
How do they discover coherent word clusters?,1909.00091,extractive,"First, we trained domain-specific word embeddings, Then, we used k-means clustering to cluster the embeddings of the gender-associated words","  Based on the provided context information, the authors discovered coherent word clusters by employing the Word Intrusion task BIBREF35 and clustering domain-specific word embeddings using k-means. They used k-means clustering to group the word embeddings of gender-associated words, and then employed a combination of WordNet and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they first identified the out-of-cluster word in the top 8 ranked by ascending normalized sum of squared errors, and then used a sense disambiguation technique to assign each cluster word to one of its WordNet synsets. Finally, they generated a set of possible cluster labels based on the union of all hypernyms of the synsets, and ranked them based on their distance to all synsets in the set."
How do they discover coherent word clusters?,1909.00091,abstractive,"First, they  trained domain-specific word embeddings using the Word2Vec  model, then used k-means clustering to cluster the embeddings of the gender-associated words.","  Based on the provided context information, the authors discovered coherent word clusters by employing the Word Intrusion task BIBREF35 and clustering domain-specific word embeddings using k-means. They used k-means clustering to group the word embeddings of gender-associated words, and then employed a combination of WordNet and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they first identified the out-of-cluster word in the top 8 ranked by ascending normalized sum of squared errors, and then used a sense disambiguation technique to assign each cluster word to one of its WordNet synsets. Finally, they generated a set of possible cluster labels based on the union of all hypernyms of the synsets, and ranked them based on their distance to all synsets in the set."
How do they discover coherent word clusters?,1909.00091,abstractive,"The authors first generated a set of words which are associated with each gender, then built domain-specific word embeddings and used k-means clustering to cluster the gendered word associations together. ","  Based on the provided context information, the authors discovered coherent word clusters by employing the Word Intrusion task BIBREF35 and clustering domain-specific word embeddings using k-means. They used k-means clustering to group the word embeddings of gender-associated words, and then employed a combination of WordNet and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they first identified the out-of-cluster word in the top 8 ranked by ascending normalized sum of squared errors, and then used a sense disambiguation technique to assign each cluster word to one of its WordNet synsets. Finally, they generated a set of possible cluster labels based on the union of all hypernyms of the synsets, and ranked them based on their distance to all synsets in the set."
How big are two introduced datasets?,1909.00091,abstractive,300K sentences in each dataset,"  Based on the context information provided, the two introduced datasets are each consisting of over 300,000 sentences."
How big are two introduced datasets?,1909.00091,extractive,each consisting of over 300K sentences,"  Based on the context information provided, the two introduced datasets are each consisting of over 300,000 sentences."
How big are two introduced datasets?,1909.00091,abstractive,"Celeb dataset: 15917 texts and 342645 sentences
Professor dataset: 283973 texts and 976677 sentences","  Based on the context information provided, the two introduced datasets are each consisting of over 300,000 sentences."
How big are two introduced datasets?,1909.00091,abstractive,"Celebrity Dataset has 15,917 texts, 342,645 sentences, and the Female Male Proportions are  0.67/ 0.33. 
Professor Dataset has 283,973 texts, 976, 667 sentences, and the Femal Male Proportions are 0.28./ 0,72","  Based on the context information provided, the two introduced datasets are each consisting of over 300,000 sentences."
What are strong baselines authors used?,1909.00091,abstractive,"The authors contrasted human evaluations against a random baseline, and used the centroid of the cluster as a strong baseline.","  Based on the provided context information, the authors used strong baselines such as the centroid of the cluster and the top 4 predicted labels to evaluate the performance of their methods for identifying gender associations in language."
What are strong baselines authors used?,1909.00091,none,Unacceptable,"  Based on the provided context information, the authors used strong baselines such as the centroid of the cluster and the top 4 predicted labels to evaluate the performance of their methods for identifying gender associations in language."
What are strong baselines authors used?,1909.00091,extractive,the top 4 predicted labels and the centroid of the cluster,"  Based on the provided context information, the authors used strong baselines such as the centroid of the cluster and the top 4 predicted labels to evaluate the performance of their methods for identifying gender associations in language."
What are strong baselines authors used?,1909.00091,extractive,the top 4 predicted labels and the centroid of the cluster as a strong baseline label,"  Based on the provided context information, the authors used strong baselines such as the centroid of the cluster and the top 4 predicted labels to evaluate the performance of their methods for identifying gender associations in language."
How do data-driven models usually respond to abuse?,1909.04387,abstractive,"either by refusing politely, or, with flirtatious responses, or, by retaliating","  Based on the provided context information, it is not appropriate to make a general statement about how data-driven models usually respond to abuse. The appropriateness of responses to abuse can depend on various factors such as the type of abuse, the user's age, and the severity of the preceding abuse. Additionally, the study found that data-driven models may not be effective in controlling for abusive language and may require more effective control mechanisms. Therefore, it is important to approach responses to abuse with caution and to consider the specific context and circumstances of each situation."
How do data-driven models usually respond to abuse?,1909.04387,extractive,Data-driven systems rank low in general,"  Based on the provided context information, it is not appropriate to make a general statement about how data-driven models usually respond to abuse. The appropriateness of responses to abuse can depend on various factors such as the type of abuse, the user's age, and the severity of the preceding abuse. Additionally, the study found that data-driven models may not be effective in controlling for abusive language and may require more effective control mechanisms. Therefore, it is important to approach responses to abuse with caution and to consider the specific context and circumstances of each situation."
How do data-driven models usually respond to abuse?,1909.04387,extractive,"politely refuse, politely refuses, flirtatious responses","  Based on the provided context information, it is not appropriate to make a general statement about how data-driven models usually respond to abuse. The appropriateness of responses to abuse can depend on various factors such as the type of abuse, the user's age, and the severity of the preceding abuse. Additionally, the study found that data-driven models may not be effective in controlling for abusive language and may require more effective control mechanisms. Therefore, it is important to approach responses to abuse with caution and to consider the specific context and circumstances of each situation."
How do data-driven models usually respond to abuse?,1909.04387,abstractive,flirt; retaliation,"  Based on the provided context information, it is not appropriate to make a general statement about how data-driven models usually respond to abuse. The appropriateness of responses to abuse can depend on various factors such as the type of abuse, the user's age, and the severity of the preceding abuse. Additionally, the study found that data-driven models may not be effective in controlling for abusive language and may require more effective control mechanisms. Therefore, it is important to approach responses to abuse with caution and to consider the specific context and circumstances of each situation."
How much data did they gather from crowdsourcing?,1909.04387,extractive,600K,"  Based on the given context information, the authors gathered 9960 HITs from 472 crowd workers for their study on perceived appropriateness of system responses after verbal abuse."
How much data did they gather from crowdsourcing?,1909.04387,extractive,9960,"  Based on the given context information, the authors gathered 9960 HITs from 472 crowd workers for their study on perceived appropriateness of system responses after verbal abuse."
How much data did they gather from crowdsourcing?,1909.04387,extractive,9960 HITs from 472 crowd workers,"  Based on the given context information, the authors gathered 9960 HITs from 472 crowd workers for their study on perceived appropriateness of system responses after verbal abuse."
How much data did they gather from crowdsourcing?,1909.04387,extractive,9960 HITs,"  Based on the given context information, the authors gathered 9960 HITs from 472 crowd workers for their study on perceived appropriateness of system responses after verbal abuse."
How many different strategies were evaluated?,1909.04387,abstractive,14,"  Based on the provided context information, there were 14 response types evaluated in the user study."
How many different strategies were evaluated?,1909.04387,abstractive,12,"  Based on the provided context information, there were 14 response types evaluated in the user study."
How many different strategies were evaluated?,1909.04387,extractive,14,"  Based on the provided context information, there were 14 response types evaluated in the user study."
How many different strategies were evaluated?,1909.04387,none,Unacceptable,"  Based on the provided context information, there were 14 response types evaluated in the user study."
Was the automatic annotation evaluated?,2003.13016,boolean,No,"  Based on the provided context information, it appears that the automatic annotation of the legal document dataset was evaluated. The evaluation was done using a stratified 10-fold cross-validation with two variants of annotation, and the results showed that BiLSTMs performed best for fine-grained classification, reaching an F$_1$ score of 95.46, while CRFs reached up to 93.23 F$_1$ for fine-grained classes and 93.22 F$_1$ for coarse-grained ones. The evaluation also revealed deficiencies in the annotation guidelines, particularly regarding court decision and legal literature, and non-entities."
Was the automatic annotation evaluated?,2003.13016,boolean,No,"  Based on the provided context information, it appears that the automatic annotation of the legal document dataset was evaluated. The evaluation was done using a stratified 10-fold cross-validation with two variants of annotation, and the results showed that BiLSTMs performed best for fine-grained classification, reaching an F$_1$ score of 95.46, while CRFs reached up to 93.23 F$_1$ for fine-grained classes and 93.22 F$_1$ for coarse-grained ones. The evaluation also revealed deficiencies in the annotation guidelines, particularly regarding court decision and legal literature, and non-entities."
Was the automatic annotation evaluated?,2003.13016,boolean,Yes,"  Based on the provided context information, it appears that the automatic annotation of the legal document dataset was evaluated. The evaluation was done using a stratified 10-fold cross-validation with two variants of annotation, and the results showed that BiLSTMs performed best for fine-grained classification, reaching an F$_1$ score of 95.46, while CRFs reached up to 93.23 F$_1$ for fine-grained classes and 93.22 F$_1$ for coarse-grained ones. The evaluation also revealed deficiencies in the annotation guidelines, particularly regarding court decision and legal literature, and non-entities."
Was the automatic annotation evaluated?,2003.13016,boolean,Yes,"  Based on the provided context information, it appears that the automatic annotation of the legal document dataset was evaluated. The evaluation was done using a stratified 10-fold cross-validation with two variants of annotation, and the results showed that BiLSTMs performed best for fine-grained classification, reaching an F$_1$ score of 95.46, while CRFs reached up to 93.23 F$_1$ for fine-grained classes and 93.22 F$_1$ for coarse-grained ones. The evaluation also revealed deficiencies in the annotation guidelines, particularly regarding court decision and legal literature, and non-entities."
